"codigo_localidade"	"localidade"	"nome_localidade_pai"	"codigo_variavel"	"variavel"	"unidade"	"periodo"	"pop"	"ano"
"3823"	"729"	"Região de Governo de Presidente Prudente"	"Região Administrativa de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	17980.97	"2017"
"3824"	"730"	"Região de Governo de Registro"	"Região Administrativa de Registro"	"5"	"Área"	"(Em km2)"	"1980-2018"	12135.97	"2017"
"3825"	"731"	"Região de Governo de Ribeirão Preto"	"Região Administrativa de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	9301.25	"2017"
"3826"	"732"	"Região de Governo de Rio Claro"	"Região Administrativa de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	3372.54	"2017"
"3827"	"733"	"Região de Governo de Santos"	"Região Administrativa de Santos"	"5"	"Área"	"(Em km2)"	"1980-2018"	2428.74	"2017"
"3828"	"734"	"Região de Governo de São Carlos"	"Região Administrativa Central"	"5"	"Área"	"(Em km2)"	"1980-2018"	3858.07	"2017"
"3829"	"735"	"Região de Governo de São João da Boa Vista"	"Região Administrativa de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	6201.72	"2017"
"3830"	"736"	"Região de Governo de São Joaquim da Barra"	"Região Administrativa de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	3211.26	"2017"
"3831"	"737"	"Região de Governo de São José do Rio Preto"	"Região Administrativa de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	9708.95	"2017"
"3832"	"738"	"Região de Governo de São José dos Campos"	"Região Administrativa de São José dos Campos"	"5"	"Área"	"(Em km2)"	"1980-2018"	3824.59	"2017"
"3833"	"739"	"Região de Governo de Sorocaba"	"Região Administrativa de Sorocaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	7118.81	"2017"
"3834"	"740"	"Região de Governo de Taubaté"	"Região Administrativa de São José dos Campos"	"5"	"Área"	"(Em km2)"	"1980-2018"	4237.8	"2017"
"3835"	"741"	"Região de Governo de Tupã"	"Região Administrativa de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	4214.74	"2017"
"3836"	"742"	"Região de Governo de Votuporanga"	"Região Administrativa de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	4673.76	"2017"
"3837"	"1000"	"Total do Estado de São Paulo"	"Não possui nome_localidade_pai"	"5"	"Área"	"(Em km2)"	"1980-2018"	248219.63	"2017"
"3838"	"697"	"Região Metropolitana do Vale do Paraíba e Litoral Norte"	"Total do Estado de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	16177.91	"2017"
"3839"	"698"	"Região Administrativa de Itapeva"	"Total do Estado de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	19339.8	"2017"
"3840"	"699"	"Região Metropolitana de Sorocaba"	"Total do Estado de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	11611.48	"2017"
"3841"	"901"	"Aglomeração Urbana de Jundiaí"	"Total do Estado de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	1269.46	"2017"
"3842"	"902"	"Aglomeração Urbana de Piracicaba"	"Total do Estado de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	7367.88	"2017"
"3843"	"951"	"Região Metropolitana de Ribeirão Preto"	"Total do Estado de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	14788.25	"2017"
"3844"	"1"	"Adamantina"	"Região de Governo de Adamantina"	"5"	"Área"	"(Em km2)"	"1980-2018"	411.99	"2018"
"3845"	"2"	"Adolfo"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	211.06	"2018"
"3846"	"3"	"Aguaí"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	474.55	"2018"
"3847"	"4"	"Águas da Prata"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	142.96	"2018"
"3848"	"5"	"Águas de Lindóia"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	60.13	"2018"
"3849"	"6"	"Águas de São Pedro"	"Região de Governo de Piracicaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	3.61	"2018"
"3850"	"7"	"Agudos"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	966.71	"2018"
"3851"	"8"	"Alfredo Marcondes"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	118.92	"2018"
"3852"	"9"	"Altair"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	313.01	"2018"
"3853"	"10"	"Altinópolis"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	928.96	"2018"
"3854"	"11"	"Alto Alegre"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	318.57	"2018"
"3855"	"12"	"Álvares Florence"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	362.41	"2018"
"3856"	"13"	"Álvares Machado"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	347.65	"2018"
"3857"	"14"	"Álvaro de Carvalho"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	153.66	"2018"
"3858"	"15"	"Alvinlândia"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	84.88	"2018"
"3859"	"16"	"Americana"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	133.91	"2018"
"3860"	"17"	"Américo Brasiliense"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	122.79	"2018"
"3861"	"18"	"Américo de Campos"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	252.88	"2018"
"3862"	"19"	"Amparo"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	445.32	"2018"
"3863"	"20"	"Analândia"	"Região de Governo de Rio Claro"	"5"	"Área"	"(Em km2)"	"1980-2018"	325.95	"2018"
"3864"	"21"	"Andradina"	"Região de Governo de Andradina"	"5"	"Área"	"(Em km2)"	"1980-2018"	964.23	"2018"
"3865"	"22"	"Angatuba"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1027.29	"2018"
"3866"	"23"	"Anhembi"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	736.56	"2018"
"3867"	"24"	"Anhumas"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	320.84	"2018"
"3868"	"25"	"Aparecida"	"Região de Governo de Guaratinguetá"	"5"	"Área"	"(Em km2)"	"1980-2018"	121.08	"2018"
"3869"	"26"	"Aparecida d'Oeste"	"Região de Governo de Jales"	"5"	"Área"	"(Em km2)"	"1980-2018"	179	"2018"
"3870"	"27"	"Apiaí"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	974.32	"2018"
"3871"	"28"	"Araçatuba"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	1167.13	"2018"
"3872"	"29"	"Araçoiaba da Serra"	"Região de Governo de Sorocaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	255.33	"2018"
"3873"	"30"	"Aramina"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	202.83	"2018"
"3874"	"31"	"Arandu"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	285.91	"2018"
"3875"	"32"	"Araraquara"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	1003.63	"2018"
"3876"	"33"	"Araras"	"Região de Governo de Limeira"	"5"	"Área"	"(Em km2)"	"1980-2018"	644.83	"2018"
"3877"	"34"	"Arealva"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	504.97	"2018"
"3878"	"35"	"Areias"	"Região de Governo de Cruzeiro"	"5"	"Área"	"(Em km2)"	"1980-2018"	305.23	"2018"
"3879"	"36"	"Areiópolis"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	85.91	"2018"
"3880"	"37"	"Ariranha"	"Região de Governo de Catanduva"	"5"	"Área"	"(Em km2)"	"1980-2018"	132.62	"2018"
"3881"	"38"	"Artur Nogueira"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	178.03	"2018"
"3882"	"39"	"Arujá"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	96.17	"2018"
"3883"	"40"	"Assis"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	460.61	"2018"
"3884"	"41"	"Atibaia"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	478.52	"2018"
"3885"	"42"	"Auriflama"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	434.5	"2018"
"3886"	"43"	"Avaí"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	540.69	"2018"
"3887"	"44"	"Avanhandava"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	338.37	"2018"
"3888"	"45"	"Avaré"	"Região de Governo de Avaré"	"5"	"Área"	"(Em km2)"	"1980-2018"	1213.06	"2018"
"3889"	"46"	"Bady Bassitt"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	110.37	"2018"
"3890"	"47"	"Balbinos"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	91.64	"2018"
"3891"	"48"	"Bálsamo"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	149.88	"2018"
"3892"	"49"	"Bananal"	"Região de Governo de Cruzeiro"	"5"	"Área"	"(Em km2)"	"1980-2018"	616.43	"2018"
"3893"	"50"	"Barão de Antonina"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	153.14	"2018"
"3894"	"51"	"Barbosa"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	205.21	"2018"
"3895"	"52"	"Bariri"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	444.41	"2018"
"3896"	"53"	"Barra Bonita"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	150.12	"2018"
"3897"	"54"	"Barra do Turvo"	"Região de Governo de Registro"	"5"	"Área"	"(Em km2)"	"1980-2018"	1007.67	"2018"
"3898"	"55"	"Barretos"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	1566.16	"2018"
"3899"	"56"	"Barrinha"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	146.03	"2018"
"3900"	"57"	"Barueri"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	65.7	"2018"
"3901"	"58"	"Bastos"	"Região de Governo de Tupã"	"5"	"Área"	"(Em km2)"	"1980-2018"	170.91	"2018"
"3902"	"59"	"Batatais"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	849.53	"2018"
"3903"	"60"	"Bauru"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	667.68	"2018"
"3904"	"61"	"Bebedouro"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	683.19	"2018"
"3905"	"62"	"Bento de Abreu"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	301.69	"2018"
"3906"	"63"	"Bernardino de Campos"	"Região de Governo de Ourinhos"	"5"	"Área"	"(Em km2)"	"1980-2018"	244.16	"2018"
"3907"	"64"	"Bilac"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	158.03	"2018"
"3908"	"65"	"Birigui"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	530.03	"2018"
"3909"	"66"	"Biritiba-Mirim"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	317.41	"2018"
"3910"	"67"	"Boa Esperança do Sul"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	690.75	"2018"
"3911"	"68"	"Bocaina"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	363.93	"2018"
"3912"	"69"	"Bofete"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	653.54	"2018"
"3913"	"70"	"Boituva"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	248.95	"2018"
"3914"	"71"	"Bom Jesus dos Perdões"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	108.37	"2018"
"3915"	"72"	"Borá"	"Região de Governo de Tupã"	"5"	"Área"	"(Em km2)"	"1980-2018"	118.95	"2018"
"3916"	"73"	"Boracéia"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	122.11	"2018"
"3917"	"74"	"Borborema"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	552.26	"2018"
"3918"	"75"	"Botucatu"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	1482.64	"2018"
"3919"	"76"	"Bragança Paulista"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	512.58	"2018"
"3920"	"77"	"Braúna"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	195.18	"2018"
"3921"	"78"	"Brodowski"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	278.46	"2018"
"3922"	"79"	"Brotas"	"Região de Governo de Rio Claro"	"5"	"Área"	"(Em km2)"	"1980-2018"	1101.37	"2018"
"3923"	"80"	"Buri"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1195.91	"2018"
"3924"	"81"	"Buritama"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	326.92	"2018"
"3925"	"82"	"Buritizal"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	266.42	"2018"
"3926"	"83"	"Cabrália Paulista"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	239.97	"2018"
"3927"	"84"	"Cabreúva"	"Região de Governo de Jundiaí"	"5"	"Área"	"(Em km2)"	"1980-2018"	260.23	"2018"
"3928"	"85"	"Caçapava"	"Região de Governo de São José dos Campos"	"5"	"Área"	"(Em km2)"	"1980-2018"	368.99	"2018"
"3929"	"86"	"Cachoeira Paulista"	"Região de Governo de Guaratinguetá"	"5"	"Área"	"(Em km2)"	"1980-2018"	287.99	"2018"
"3930"	"87"	"Caconde"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	468.22	"2018"
"3931"	"88"	"Cafelândia"	"Região de Governo de Lins"	"5"	"Área"	"(Em km2)"	"1980-2018"	920.28	"2018"
"3932"	"89"	"Caiabu"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	253.35	"2018"
"3933"	"90"	"Caieiras"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	97.64	"2018"
"3934"	"91"	"Caiuá"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	551.16	"2018"
"3935"	"92"	"Cajamar"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	131.39	"2018"
"3936"	"93"	"Cajobi"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	176.93	"2018"
"3937"	"94"	"Cajuru"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	660.09	"2018"
"3938"	"95"	"Campinas"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	794.57	"2018"
"3939"	"96"	"Campo Limpo Paulista"	"Região de Governo de Jundiaí"	"5"	"Área"	"(Em km2)"	"1980-2018"	79.4	"2018"
"3940"	"97"	"Campos do Jordão"	"Região de Governo de Taubaté"	"5"	"Área"	"(Em km2)"	"1980-2018"	290.52	"2018"
"3941"	"98"	"Campos Novos Paulista"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	484.2	"2018"
"3942"	"99"	"Cananéia"	"Região de Governo de Registro"	"5"	"Área"	"(Em km2)"	"1980-2018"	1237.36	"2018"
"3943"	"100"	"Cândido Mota"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	595.81	"2018"
"3944"	"101"	"Cândido Rodrigues"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	70.89	"2018"
"3945"	"102"	"Capão Bonito"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1640.23	"2018"
"3946"	"103"	"Capela do Alto"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	169.89	"2018"
"3947"	"104"	"Capivari"	"Região de Governo de Piracicaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	322.88	"2018"
"3948"	"105"	"Caraguatatuba"	"Região de Governo de Caraguatatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	484.95	"2018"
"3949"	"106"	"Carapicuíba"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	34.55	"2018"
"3950"	"107"	"Cardoso"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	639.25	"2018"
"3951"	"108"	"Casa Branca"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	864.23	"2018"
"3952"	"109"	"Cássia dos Coqueiros"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	191.68	"2018"
"3953"	"110"	"Castilho"	"Região de Governo de Andradina"	"5"	"Área"	"(Em km2)"	"1980-2018"	1065.32	"2018"
"3954"	"111"	"Catanduva"	"Região de Governo de Catanduva"	"5"	"Área"	"(Em km2)"	"1980-2018"	290.6	"2018"
"3955"	"112"	"Catiguá"	"Região de Governo de Catanduva"	"5"	"Área"	"(Em km2)"	"1980-2018"	148.39	"2018"
"3956"	"113"	"Cedral"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	197.84	"2018"
"3957"	"114"	"Cerqueira César"	"Região de Governo de Avaré"	"5"	"Área"	"(Em km2)"	"1980-2018"	511.62	"2018"
"3958"	"115"	"Cerquilho"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	127.8	"2018"
"3959"	"116"	"Cesário Lange"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	190.39	"2018"
"3960"	"117"	"Charqueada"	"Região de Governo de Piracicaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	175.85	"2018"
"3961"	"118"	"Chavantes"	"Região de Governo de Ourinhos"	"5"	"Área"	"(Em km2)"	"1980-2018"	188.73	"2018"
"3962"	"119"	"Clementina"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	168.59	"2018"
"3963"	"120"	"Colina"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	422.3	"2018"
"3964"	"121"	"Colômbia"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	728.65	"2018"
"3965"	"122"	"Conchal"	"Região de Governo de Limeira"	"5"	"Área"	"(Em km2)"	"1980-2018"	182.79	"2018"
"3966"	"123"	"Conchas"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	466.12	"2018"
"3967"	"124"	"Cordeirópolis"	"Região de Governo de Limeira"	"5"	"Área"	"(Em km2)"	"1980-2018"	137.58	"2018"
"3968"	"125"	"Coroados"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	246.83	"2018"
"3969"	"126"	"Coronel Macedo"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	303.83	"2018"
"3970"	"127"	"Corumbataí"	"Região de Governo de Rio Claro"	"5"	"Área"	"(Em km2)"	"1980-2018"	278.62	"2018"
"3971"	"128"	"Cosmópolis"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	154.67	"2018"
"3972"	"129"	"Cosmorama"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	441.68	"2018"
"3973"	"130"	"Cotia"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	323.99	"2018"
"3974"	"131"	"Cravinhos"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	311.42	"2018"
"3975"	"132"	"Cristais Paulista"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	385.23	"2018"
"3976"	"133"	"Cruzália"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	149.33	"2018"
"3977"	"134"	"Cruzeiro"	"Região de Governo de Cruzeiro"	"5"	"Área"	"(Em km2)"	"1980-2018"	305.7	"2018"
"3978"	"135"	"Cubatão"	"Região de Governo de Santos"	"5"	"Área"	"(Em km2)"	"1980-2018"	142.88	"2018"
"3979"	"136"	"Cunha"	"Região de Governo de Guaratinguetá"	"5"	"Área"	"(Em km2)"	"1980-2018"	1407.25	"2018"
"3980"	"137"	"Descalvado"	"Região de Governo de São Carlos"	"5"	"Área"	"(Em km2)"	"1980-2018"	753.71	"2018"
"3981"	"138"	"Diadema"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	30.73	"2018"
"3982"	"139"	"Divinolândia"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	223.75	"2018"
"3983"	"140"	"Dobrada"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	149.73	"2018"
"3984"	"141"	"Dois Córregos"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	632.97	"2018"
"3985"	"142"	"Dolcinópolis"	"Região de Governo de Jales"	"5"	"Área"	"(Em km2)"	"1980-2018"	77.94	"2018"
"3986"	"143"	"Dourado"	"Região de Governo de São Carlos"	"5"	"Área"	"(Em km2)"	"1980-2018"	205.87	"2018"
"3987"	"144"	"Dracena"	"Região de Governo de Dracena"	"5"	"Área"	"(Em km2)"	"1980-2018"	487.69	"2018"
"3988"	"145"	"Duartina"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	264.56	"2018"
"3989"	"146"	"Dumont"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	111.38	"2018"
"3990"	"147"	"Echaporã"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	515.26	"2018"
"3991"	"148"	"Eldorado"	"Região de Governo de Registro"	"5"	"Área"	"(Em km2)"	"1980-2018"	1654.26	"2018"
"3992"	"149"	"Elias Fausto"	"Região de Governo de Piracicaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	202.36	"2018"
"3993"	"150"	"Embu das Artes"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	70.4	"2018"
"3994"	"151"	"Embu-Guaçu"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	155.64	"2018"
"3995"	"152"	"Estrela d'Oeste"	"Região de Governo de Fernandópolis"	"5"	"Área"	"(Em km2)"	"1980-2018"	296.28	"2018"
"3996"	"153"	"Estrela do Norte"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	264.99	"2018"
"3997"	"154"	"Fartura"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	429.17	"2018"
"3998"	"155"	"Fernandópolis"	"Região de Governo de Fernandópolis"	"5"	"Área"	"(Em km2)"	"1980-2018"	549.8	"2018"
"3999"	"156"	"Fernando Prestes"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	169.99	"2018"
"4000"	"157"	"Ferraz de Vasconcelos"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	29.56	"2018"
"4001"	"158"	"Flora Rica"	"Região de Governo de Adamantina"	"5"	"Área"	"(Em km2)"	"1980-2018"	224.71	"2018"
"4002"	"159"	"Floreal"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	204.24	"2018"
"4003"	"160"	"Flórida Paulista"	"Região de Governo de Adamantina"	"5"	"Área"	"(Em km2)"	"1980-2018"	524.14	"2018"
"4004"	"161"	"Florínia"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	225.89	"2018"
"4005"	"162"	"Franca"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	605.68	"2018"
"4006"	"163"	"Francisco Morato"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	49	"2018"
"4007"	"164"	"Franco da Rocha"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	132.78	"2018"
"4008"	"165"	"Gabriel Monteiro"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	138.68	"2018"
"4009"	"166"	"Gália"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	355.91	"2018"
"4010"	"167"	"Garça"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	555.81	"2018"
"4011"	"168"	"Gastão Vidigal"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	180.57	"2018"
"4012"	"169"	"General Salgado"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	494.38	"2018"
"4013"	"170"	"Getulina"	"Região de Governo de Lins"	"5"	"Área"	"(Em km2)"	"1980-2018"	676.76	"2018"
"4014"	"171"	"Glicério"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	272.8	"2018"
"4015"	"172"	"Guaiçara"	"Região de Governo de Lins"	"5"	"Área"	"(Em km2)"	"1980-2018"	277.15	"2018"
"4016"	"173"	"Guaimbê"	"Região de Governo de Lins"	"5"	"Área"	"(Em km2)"	"1980-2018"	217.81	"2018"
"4017"	"174"	"Guaíra"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	1258.47	"2018"
"4018"	"175"	"Guapiaçu"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	325.13	"2018"
"4019"	"176"	"Guapiara"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	408.29	"2018"
"4020"	"177"	"Guará"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	362.18	"2018"
"4021"	"178"	"Guaraçaí"	"Região de Governo de Andradina"	"5"	"Área"	"(Em km2)"	"1980-2018"	569.2	"2018"
"4022"	"179"	"Guaraci"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	641.5	"2018"
